name,_id,run_start_time,run_end_time,status,status_message,add_thermochromic_bipv.facade,add_thermochromic_bipv.switch_t,change_building_location.weather_file_name,create_bar_from_building_type_ratios.wwr,window_pv_reporting.building_area_ft,window_pv_reporting.building_elec_apr,window_pv_reporting.building_elec_aug,window_pv_reporting.building_elec_dec,window_pv_reporting.building_elec_feb,window_pv_reporting.building_elec_jan,window_pv_reporting.building_elec_jul,window_pv_reporting.building_elec_jun,window_pv_reporting.building_elec_mar,window_pv_reporting.building_elec_may,window_pv_reporting.building_elec_nov,window_pv_reporting.building_elec_oct,window_pv_reporting.building_elec_sep,window_pv_reporting.building_gas_apr,window_pv_reporting.building_gas_aug,window_pv_reporting.building_gas_dec,window_pv_reporting.building_gas_feb,window_pv_reporting.building_gas_jan,window_pv_reporting.building_gas_jul,window_pv_reporting.building_gas_jun,window_pv_reporting.building_gas_mar,window_pv_reporting.building_gas_may,window_pv_reporting.building_gas_nov,window_pv_reporting.building_gas_oct,window_pv_reporting.building_gas_sep,window_pv_reporting.capacity_factor,window_pv_reporting.light_energy_apr,window_pv_reporting.light_energy_aug,window_pv_reporting.light_energy_dec,window_pv_reporting.light_energy_feb,window_pv_reporting.light_energy_jan,window_pv_reporting.light_energy_jul,window_pv_reporting.light_energy_jun,window_pv_reporting.light_energy_mar,window_pv_reporting.light_energy_may,window_pv_reporting.light_energy_nov,window_pv_reporting.light_energy_oct,window_pv_reporting.light_energy_sep,window_pv_reporting.panel_dc_gen_apr,window_pv_reporting.panel_dc_gen_aug,window_pv_reporting.panel_dc_gen_dec,window_pv_reporting.panel_dc_gen_feb,window_pv_reporting.panel_dc_gen_jan,window_pv_reporting.panel_dc_gen_jul,window_pv_reporting.panel_dc_gen_jun,window_pv_reporting.panel_dc_gen_mar,window_pv_reporting.panel_dc_gen_may,window_pv_reporting.panel_dc_gen_nov,window_pv_reporting.panel_dc_gen_oct,window_pv_reporting.panel_dc_gen_sep,window_pv_reporting.total_electricity,window_pv_reporting.total_electricity_cooling,window_pv_reporting.total_electricity_heating,window_pv_reporting.total_electricity_lighting,window_pv_reporting.total_gas,window_pv_reporting.total_gas_heating,window_pv_reporting.total_pv
DOE Autogenerated 227,c92dd34b-a2ca-4ef9-8c2c-623f05f08904,2020-06-30T21:40:47.043Z,2020-06-30T21:44:47.311Z,completed,completed normal,W,30.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,97.11,114.71,125.52,106.37,124.7,118.92,113.66,111.5,106.57,119.23,110.86,100.74,24.66,9.81,183.68,117.86,175.59,9.42,9.7,80.4,10.59,149.11,59.9,12.03,0.086531,24.92,27.99,32.55,27.0,32.37,26.3,26.85,28.66,27.7,31.04,28.72,26.34,4.19,5.69,0.0,0.07,0.01,7.7,9.08,0.22,6.44,0.04,0.09,1.65,1349.890015,43.889999,0.04,340.429993,842.75,726.929993,35.192047
DOE Autogenerated 368,c98544d2-356c-4878-88aa-43c0114be5aa,2020-06-30T21:53:39.310Z,2020-06-30T21:57:41.912Z,completed,completed normal,S,20.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,98.32,115.31,129.71,109.39,128.41,118.54,113.07,114.44,106.39,122.84,113.4,101.79,28.81,9.91,216.2,136.6,203.32,9.39,9.69,94.01,10.64,173.11,69.79,13.97,0.27891,24.6,30.17,32.45,26.73,32.15,29.32,30.16,28.22,28.76,30.72,28.41,26.24,38.0,34.99,0.06,3.28,0.2,35.32,35.37,19.97,37.97,0.32,8.42,21.68,1371.609985,29.620001,0.1,347.920013,975.440002,859.619995,235.587877
DOE Autogenerated 421,cb1030c9-25d4-4b93-a55c-31eb956bbf6e,2020-06-30T21:58:32.742Z,2020-06-30T22:01:52.888Z,completed,completed normal,E,25.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,108.38,153.91,107.06,99.38,109.29,139.24,124.04,112.77,116.14,115.38,122.44,141.05,7.32,7.75,8.63,7.38,8.53,7.36,7.32,8.15,7.74,7.68,7.58,7.35,0.314154,26.83,32.9,27.58,25.48,28.17,30.41,29.95,29.23,29.89,28.69,29.06,30.44,18.51,21.21,8.78,10.0,8.45,20.27,18.23,12.66,15.7,11.38,13.18,18.54,1449.079956,175.570007,0.0,348.630005,92.800003,3.36,176.905835
DOE Autogenerated 290,cb545e85-4abe-4126-ad7a-f49eedc8cf23,2020-06-30T21:45:33.840Z,2020-06-30T21:49:24.532Z,completed,completed normal,ESW,40.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,114.46,161.63,112.0,104.75,114.4,146.7,130.86,119.41,122.22,121.69,130.59,147.94,7.32,7.87,8.1,7.27,8.14,7.48,7.38,8.08,7.76,7.63,7.61,7.43,0.149193,25.25,28.14,27.41,25.23,28.02,26.25,26.88,28.48,28.01,28.03,27.62,26.72,15.26,18.3,19.69,16.82,16.93,17.72,12.58,11.75,8.85,25.67,22.01,26.79,1526.640015,237.139999,0.0,326.040009,92.050003,2.6,212.366485
DOE Autogenerated 380,cb5e6815-fd6e-4375-9d99-9587d408b31d,2020-06-30T21:55:10.069Z,2020-06-30T21:59:22.232Z,completed,completed normal,ESW,30.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,101.51,118.39,133.11,112.44,131.86,124.22,117.81,117.52,109.09,126.21,116.28,104.33,22.21,9.84,207.97,119.61,192.09,9.39,9.69,68.34,10.51,158.54,55.53,12.48,0.134749,24.38,27.35,32.45,26.68,32.15,25.63,26.19,28.16,27.03,30.72,28.33,25.87,31.37,44.83,0.07,0.88,0.26,55.51,53.96,5.09,51.89,0.43,3.74,17.55,1412.77002,43.310001,0.13,334.940002,876.210022,760.390015,265.578164
DOE Autogenerated 18,cb6aff64-2e59-46a7-a492-28b937860ef6,2020-06-30T21:20:54.610Z,2020-06-30T21:24:54.625Z,completed,completed normal,S,20.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,137.59,200.98,118.11,114.13,119.6,192.4,185.62,135.51,173.06,135.27,155.2,172.75,6.59,6.1,7.84,7.09,8.13,5.76,5.85,7.62,6.47,7.3,6.92,6.13,0.504696,30.99,35.06,30.06,29.26,31.08,32.78,33.65,34.05,35.04,32.54,33.5,32.56,11.56,11.19,20.02,19.07,23.08,8.15,7.21,16.92,9.12,23.17,23.42,16.55,1840.22998,485.170013,0.0,390.579987,81.800003,4.41,189.46878
DOE Autogenerated 132,cc596559-6d75-4ded-b024-1ce4f95ec519,2020-06-30T21:32:07.674Z,2020-06-30T21:35:01.949Z,completed,completed normal,W,35.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.95,147.39,108.36,100.81,110.53,135.46,124.41,114.39,117.93,115.9,122.41,135.8,7.41,7.81,8.01,7.27,8.1,7.5,7.48,8.15,7.85,7.69,7.69,7.46,0.235,26.5,29.93,28.41,26.32,29.14,27.45,28.04,29.84,29.17,29.18,29.06,28.22,5.75,8.2,1.25,2.26,1.28,9.16,6.59,4.27,5.55,3.01,4.2,7.3,1442.339966,202.210007,0.0,341.25,92.410004,2.97,58.814396
DOE Autogenerated 146,cd521bfa-197e-4db2-a625-2cd64a84f05a,2020-06-30T21:32:26.184Z,2020-06-30T21:35:47.042Z,completed,completed normal,E,50.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,118.3,160.2,116.71,109.1,118.64,146.87,133.67,123.2,126.24,126.36,133.56,148.38,7.43,7.86,7.99,7.3,8.1,7.54,7.48,8.18,7.85,7.73,7.72,7.48,0.012538,25.99,28.99,28.19,25.99,28.88,27.06,27.75,29.3,28.95,28.79,28.33,27.12,0.3,0.29,0.18,0.19,0.18,0.29,0.35,0.25,0.27,0.2,0.21,0.45,1561.23999,258.690002,0.0,335.359985,92.660004,3.21,3.137986
DOE Autogenerated 188,cda6ff60-22b5-4579-8163-bfbda39b0e62,2020-06-30T21:36:01.300Z,2020-06-30T21:40:54.106Z,completed,completed normal,S,40.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,153.88,222.39,130.52,127.74,134.4,214.56,206.92,150.38,193.94,147.34,170.97,192.51,6.65,6.14,7.91,7.2,8.23,5.82,5.88,7.71,6.52,7.38,6.97,6.21,0.277443,25.62,31.72,27.1,25.4,27.74,28.8,28.62,28.68,29.02,27.91,28.57,27.98,4.22,13.88,17.32,13.66,17.18,6.35,2.6,7.88,2.88,29.71,31.4,22.16,2045.550049,660.059998,0.0,337.149994,82.599998,5.21,169.25228
DOE Autogenerated 68,ce5ea4e9-3911-41f0-a288-4032ca487e99,2020-06-30T21:25:24.546Z,2020-06-30T21:28:25.774Z,completed,completed normal,S,20.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,95.17,111.74,119.39,102.38,119.4,112.63,108.77,108.66,103.65,114.44,108.06,98.98,22.25,9.74,150.75,92.74,142.72,9.41,9.7,62.5,10.58,116.26,43.87,11.04,0.276815,26.31,31.74,32.77,27.81,32.87,30.82,31.77,29.74,30.78,31.78,29.73,27.77,16.74,15.54,0.03,1.37,0.09,15.67,15.7,8.66,16.83,0.14,3.61,9.53,1303.27002,31.280001,0.0,363.880005,681.559998,565.73999,103.919641
DOE Autogenerated 382,ce71c819-cffd-49d7-9154-17521d0532f2,2020-06-30T21:55:30.988Z,2020-06-30T21:59:32.045Z,completed,completed normal,W,35.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,102.4,120.91,134.83,113.98,133.51,127.78,121.49,119.07,111.15,127.8,117.53,105.54,22.15,9.77,205.16,117.7,187.82,9.39,9.7,71.44,10.49,155.14,55.65,12.24,0.057314,24.35,27.19,32.45,26.68,32.15,25.25,25.81,28.16,26.92,30.72,28.33,25.84,2.97,5.37,0.01,0.1,0.02,7.46,8.88,0.3,6.12,0.05,0.13,0.86,1435.97998,50.490002,0.13,333.859985,866.669983,750.849976,32.274594
DOE Autogenerated 394,cffcfb4e-9a64-461a-9ad4-960ef5a1b813,2020-06-30T21:56:36.238Z,2020-06-30T22:00:30.230Z,completed,completed normal,N,45.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,114.34,135.95,152.91,128.76,151.19,146.04,137.85,133.19,125.42,144.41,130.48,116.32,18.87,9.73,185.72,100.21,167.77,9.4,9.71,57.73,10.41,134.76,44.19,11.43,0.004272,24.33,27.1,32.45,26.68,32.15,25.02,25.56,28.16,26.85,30.72,28.32,25.83,0.39,0.44,0.01,0.07,0.02,0.68,0.77,0.22,0.63,0.03,0.11,0.23,1616.839966,62.580002,0.09,333.170013,759.940002,644.119995,3.60828
DOE Autogenerated 209,d04f92dc-e490-4252-b675-245742f254b5,2020-06-30T21:37:40.574Z,2020-06-30T21:41:31.469Z,completed,completed normal,N,10.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,97.11,114.51,123.31,104.8,122.49,115.44,110.9,110.81,106.61,117.24,110.62,102.17,31.27,9.87,186.52,121.79,178.03,9.39,9.7,94.01,11.03,151.8,66.74,13.58,0.115017,26.99,33.62,32.55,27.17,32.39,31.82,32.61,29.08,33.25,31.07,29.89,29.86,4.7,10.46,0.0,0.05,0.01,16.64,18.91,0.38,14.63,0.02,0.6,3.76,1336.01001,27.9,0.03,370.320007,883.73999,767.919983,70.165313
DOE Autogenerated 274,d072f7aa-f8d2-4f69-8255-ef0517bbf4cf,2020-06-30T21:44:57.072Z,2020-06-30T21:48:12.736Z,completed,completed normal,N,25.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,106.75,149.47,105.92,98.27,108.09,136.13,122.33,111.6,114.98,113.69,120.36,137.55,7.32,7.76,8.26,7.27,8.25,7.41,7.36,8.1,7.77,7.63,7.59,7.36,0.081016,27.28,33.25,28.01,25.96,28.63,30.77,30.31,29.83,30.39,29.13,29.57,30.76,3.63,9.6,0.3,0.57,0.36,11.57,8.36,0.8,2.71,0.98,3.2,7.35,1425.140015,167.529999,0.0,353.910004,92.089996,2.65,49.42342
DOE Autogenerated 104,d0ce7270-41d3-4cb7-aa30-63fbace1de60,2020-06-30T21:28:59.069Z,2020-06-30T21:32:16.013Z,completed,completed normal,N,5.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.27,146.28,108.56,101.09,111.02,133.49,122.93,114.51,116.92,115.3,121.49,134.93,7.36,7.81,8.2,7.32,8.32,7.46,7.44,8.21,7.81,7.67,7.64,7.43,0.185451,31.32,35.06,32.12,30.2,33.14,32.83,33.72,34.91,35.09,32.77,33.39,32.54,6.67,7.02,3.31,3.99,3.53,8.67,8.55,5.67,8.04,3.77,4.87,5.54,1434.800049,155.25,0.0,397.089996,92.660004,3.21,69.620603
DOE Autogenerated 215,d11b265c-85bf-421d-a175-e0287ccac796,2020-06-30T21:39:19.016Z,2020-06-30T21:43:06.656Z,completed,completed normal,ESW,15.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,95.87,113.9,123.31,104.63,122.47,115.29,110.8,110.21,105.52,117.17,109.6,100.45,29.15,9.84,186.52,121.23,178.02,9.4,9.7,90.96,10.88,151.52,64.87,13.02,0.26145,25.88,32.72,32.55,27.08,32.37,31.31,32.26,28.78,31.81,31.05,29.05,28.09,52.8,54.93,0.05,4.13,0.19,62.49,65.1,23.6,66.09,0.76,11.22,30.8,1329.22998,28.9,0.03,362.980011,875.109985,759.289978,372.156258
DOE Autogenerated 69,d15ed26f-3f0c-4c6a-a9fc-5a4fbbfe9570,2020-06-30T21:25:24.662Z,2020-06-30T21:28:59.637Z,completed,completed normal,N,20.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,95.17,111.74,119.39,102.38,119.4,112.63,108.77,108.66,103.65,114.44,108.06,98.98,22.25,9.74,150.75,92.74,142.72,9.41,9.7,62.5,10.58,116.26,43.87,11.04,0.060703,26.31,31.74,32.77,27.81,32.87,30.82,31.77,29.74,30.78,31.78,29.73,27.77,0.17,3.42,0.0,0.03,0.01,8.1,8.65,0.1,2.14,0.02,0.05,0.1,1303.27002,31.280001,0.0,363.880005,681.559998,565.73999,22.788605
DOE Autogenerated 92,d1bba552-5924-4402-8f23-329792eef6c3,2020-06-30T21:28:37.634Z,2020-06-30T21:32:22.678Z,completed,completed normal,W,45.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,100.0,119.3,127.39,108.84,127.42,122.48,117.33,114.46,110.57,121.75,113.65,103.8,22.49,9.72,146.47,96.69,141.38,9.44,9.72,71.94,10.59,119.44,49.37,10.84,0.01266,25.77,28.77,32.77,27.77,32.87,26.69,27.23,29.65,28.52,31.78,29.65,27.27,0.3,0.36,0.0,0.04,0.01,0.99,0.8,0.14,0.32,0.02,0.06,0.13,1386.98999,48.93,0.01,348.720001,698.080017,582.26001,3.168574
DOE Autogenerated 424,d1c8b804-ec55-4476-9a5b-5c10fe852190,2020-06-30T21:59:25.282Z,2020-06-30T22:02:19.384Z,completed,completed normal,N,25.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,108.38,153.91,107.06,99.38,109.29,139.24,124.04,112.77,116.14,115.38,122.44,141.05,7.32,7.75,8.63,7.38,8.53,7.36,7.32,8.15,7.74,7.68,7.58,7.35,0.082878,26.83,32.9,27.58,25.48,28.17,30.41,29.95,29.23,29.89,28.69,29.06,30.44,5.19,13.38,0.43,0.87,0.5,16.13,12.05,1.17,4.05,1.39,4.62,10.22,1449.079956,175.570007,0.0,348.630005,92.800003,3.36,70.004801
DOE Autogenerated 376,d2b793ea-42dd-4faa-8203-857cb85e9a26,2020-06-30T21:54:24.411Z,2020-06-30T21:58:25.188Z,completed,completed normal,E,30.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,101.51,118.39,133.11,112.44,131.86,124.22,117.81,117.52,109.09,126.21,116.28,104.33,22.21,9.84,207.97,119.61,192.09,9.39,9.69,68.34,10.51,158.54,55.53,12.48,0.11763,24.38,27.35,32.45,26.68,32.15,25.63,26.19,28.16,27.03,30.72,28.33,25.87,2.85,10.56,0.01,0.17,0.04,17.42,15.48,0.54,16.89,0.05,0.27,1.95,1412.77002,43.310001,0.13,334.940002,876.210022,760.390015,66.239548
DOE Autogenerated 384,d3e501c6-2f6b-43f8-9f5e-eff5b3c66455,2020-06-30T21:55:36.877Z,2020-06-30T21:59:25.012Z,completed,completed normal,N,35.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,102.4,120.91,134.83,113.98,133.51,127.78,121.49,119.07,111.15,127.8,117.53,105.54,22.15,9.77,205.16,117.7,187.82,9.39,9.7,71.44,10.49,155.14,55.65,12.24,0.004272,24.35,27.19,32.45,26.68,32.15,25.25,25.81,28.16,26.92,30.72,28.33,25.84,0.39,0.44,0.01,0.07,0.02,0.68,0.77,0.22,0.63,0.03,0.11,0.23,1435.97998,50.490002,0.13,333.859985,866.669983,750.849976,3.60828
DOE Autogenerated 321,d430aeda-6edb-4601-b4bf-408bc3967754,2020-06-30T21:48:39.672Z,2020-06-30T21:52:41.743Z,completed,completed normal,E,25.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.67,227.95,125.69,122.98,128.17,218.5,209.67,146.05,194.22,145.73,171.79,195.25,6.6,6.17,8.33,7.33,8.75,5.83,5.91,7.63,6.53,7.28,6.97,6.21,0.43211,29.5,34.64,27.51,26.61,28.03,32.38,33.27,31.41,34.4,30.47,31.89,32.06,22.77,25.95,9.21,13.84,12.52,26.79,26.1,18.77,24.92,15.81,22.3,24.34,2036.689941,627.200012,0.0,372.170013,83.529999,6.14,243.328538
DOE Autogenerated 102,d48ebd16-ef9c-4de3-b64e-af99998dfa7e,2020-06-30T21:28:57.883Z,2020-06-30T21:32:14.382Z,completed,completed normal,W,5.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.27,146.28,108.56,101.09,111.02,133.49,122.93,114.51,116.92,115.3,121.49,134.93,7.36,7.81,8.2,7.32,8.32,7.46,7.44,8.21,7.81,7.67,7.64,7.43,0.455989,31.32,35.06,32.12,30.2,33.14,32.83,33.72,34.91,35.09,32.77,33.39,32.54,10.59,12.05,6.21,6.71,6.24,13.33,11.68,9.69,11.22,7.13,8.55,10.74,1434.800049,155.25,0.0,397.089996,92.660004,3.21,114.122287
DOE Autogenerated 53,d53b267f-0c64-440a-b9f1-b2f8e209eb72,2020-06-30T21:25:09.620Z,2020-06-30T21:28:03.358Z,completed,completed normal,S,5.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,98.24,113.46,119.41,103.21,119.51,113.22,109.34,110.7,106.34,114.77,110.48,103.1,24.85,9.72,148.85,90.17,138.51,9.39,9.68,63.58,11.04,111.85,42.74,11.16,0.367057,28.98,34.4,32.77,28.2,32.92,32.5,33.4,30.85,34.46,31.89,31.53,31.87,21.37,17.52,0.03,5.34,0.58,17.53,17.84,14.92,19.88,1.77,8.05,12.97,1321.780029,29.0,0.0,383.75,671.52002,555.700012,137.797519
DOE Autogenerated 406,d59f3205-e95f-4ba2-8370-4b0f452eed95,2020-06-30T21:57:24.155Z,2020-06-30T22:00:48.447Z,completed,completed normal,E,10.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,109.59,153.76,109.75,101.65,112.27,138.32,123.71,115.35,116.29,116.58,122.7,141.19,7.34,7.75,9.2,7.66,9.05,7.35,7.32,8.37,7.74,7.76,7.59,7.34,0.388095,30.92,34.62,31.38,29.4,32.26,32.46,33.41,34.26,34.7,32.05,32.38,32.18,22.7,22.05,13.46,14.46,13.45,21.88,20.77,19.05,20.32,14.89,15.91,19.61,1461.140015,153.059998,0.0,390.019989,94.480003,5.04,218.543095
DOE Autogenerated 310,d5c4f6cc-27e5-4c74-9189-f38a6ec2e8b6,2020-06-30T21:47:51.588Z,2020-06-30T21:52:18.356Z,completed,completed normal,ESW,10.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.04,227.95,124.68,120.72,126.22,218.46,209.61,144.98,193.97,144.26,171.29,194.99,6.63,6.17,8.73,7.56,9.48,5.83,5.91,7.65,6.53,7.27,6.96,6.22,0.491171,30.96,34.64,31.36,29.53,31.8,32.4,33.29,34.44,34.67,31.84,32.98,32.22,72.66,76.73,77.44,82.13,90.88,71.09,68.79,83.35,72.07,87.88,99.42,85.63,2027.160034,604.099976,0.0,390.109985,84.940002,7.55,968.052938
DOE Autogenerated 397,d5cdb145-1b8c-4754-9ebf-4da8dfbeac0d,2020-06-30T21:56:46.977Z,2020-06-30T22:00:50.087Z,completed,completed normal,W,50.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,119.62,143.62,162.34,136.06,160.27,155.87,145.04,139.35,131.29,152.9,136.51,121.28,20.36,9.75,179.92,108.31,170.2,9.42,9.71,68.14,10.46,140.9,50.34,11.5,0.007472,24.33,27.09,32.45,26.68,32.15,25.01,25.55,28.16,26.85,30.72,28.32,25.83,0.66,0.51,0.01,0.1,0.02,0.75,0.71,0.3,0.67,0.05,0.13,0.3,1704.150024,63.169998,0.07,333.140015,789.02002,673.200012,4.207861
DOE Autogenerated 330,d5f5028c-62eb-41d4-9d11-62067d7e6ed6,2020-06-30T21:49:03.415Z,2020-06-30T21:53:22.477Z,completed,completed normal,ESW,30.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,152.71,228.76,127.99,125.18,130.85,219.6,210.79,148.58,195.53,147.18,172.85,195.6,6.63,6.18,8.26,7.33,8.68,5.82,5.91,7.7,6.53,7.32,6.98,6.2,0.422213,28.15,34.09,26.95,25.59,27.52,31.99,32.85,29.74,33.4,28.31,30.46,30.94,61.36,75.0,54.62,60.52,63.63,69.28,66.48,63.86,67.54,74.91,92.21,82.72,2055.620117,652.630005,0.0,359.980011,83.529999,6.14,832.143845
DOE Autogenerated 293,d781e2ea-7984-4599-94fa-689add48f058,2020-06-30T21:45:47.357Z,2020-06-30T21:49:33.984Z,completed,completed normal,S,45.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,119.03,168.17,115.89,108.76,118.34,152.87,135.5,123.29,126.01,126.49,136.97,155.8,7.34,7.86,8.05,7.26,8.09,7.47,7.39,8.11,7.76,7.63,7.62,7.45,0.077385,25.13,28.03,27.39,25.19,27.99,26.16,26.8,28.4,27.96,27.97,27.44,26.24,0.71,0.67,8.68,5.7,7.68,0.51,0.46,2.34,0.54,13.6,4.88,1.45,1587.130005,263.359985,0.0,324.709991,92.040001,2.59,47.207974
DOE Autogenerated 296,d7c9921e-4ce2-476f-8e32-57688e0d1492,2020-06-30T21:45:57.304Z,2020-06-30T21:50:04.566Z,completed,completed normal,E,50.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,123.11,176.01,119.82,112.15,122.05,159.12,139.58,126.78,129.07,131.29,140.77,162.16,7.35,7.86,8.05,7.26,8.09,7.47,7.39,8.12,7.77,7.63,7.61,7.46,0.013273,25.12,28.01,27.37,25.18,27.98,26.14,26.79,28.36,27.96,27.94,27.41,26.22,0.6,0.47,0.29,0.31,0.29,0.47,0.59,0.41,0.43,0.32,0.34,0.89,1641.890015,277.450012,0.0,324.480011,92.059998,2.61,5.398143
DOE Autogenerated 11,d8cd0ae5-fa8f-4418-93bf-7ca3f38e1f5b,2020-06-30T21:20:53.939Z,2020-06-30T21:25:25.176Z,completed,completed normal,E,15.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,137.58,200.98,118.75,114.3,119.84,192.4,185.62,135.7,173.07,135.16,155.24,172.75,6.59,6.1,7.86,7.11,8.25,5.76,5.85,7.62,6.47,7.3,6.92,6.13,0.466753,31.33,35.06,31.45,30.04,32.22,32.78,33.65,34.71,35.04,32.87,33.64,32.56,10.52,11.53,6.16,7.97,8.08,11.91,11.61,9.29,11.14,7.55,10.17,10.86,1841.380005,482.149994,0.0,395.359985,81.959999,4.57,116.816114
DOE Autogenerated 135,d9a4c774-4170-400c-beb9-e29722c76047,2020-06-30T21:32:12.432Z,2020-06-30T21:35:35.422Z,completed,completed normal,ESW,35.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.95,147.39,108.36,100.81,110.53,135.46,124.41,114.39,117.93,115.9,122.41,135.8,7.41,7.81,8.01,7.27,8.1,7.5,7.48,8.15,7.85,7.69,7.69,7.46,0.23819,26.5,29.93,28.41,26.32,29.14,27.45,28.04,29.84,29.17,29.18,29.06,28.22,16.48,20.5,17.79,16.95,16.42,14.81,11.41,15.75,9.29,23.22,21.57,24.46,1442.339966,202.210007,0.0,341.25,92.410004,2.97,208.644706
DOE Autogenerated 439,d9e95a88-ea87-4e10-a330-384321921d40,2020-06-30T22:00:35.352Z,2020-06-30T22:03:21.634Z,completed,completed normal,N,40.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,118.63,171.48,114.09,107.13,116.63,155.12,136.41,122.53,125.94,125.45,136.49,156.6,7.29,7.84,8.29,7.28,8.2,7.46,7.35,8.06,7.73,7.62,7.6,7.45,0.005461,24.76,27.59,26.97,24.77,27.54,25.7,26.33,27.95,27.44,27.55,27.07,26.23,0.44,0.46,0.22,0.26,0.23,0.57,0.57,0.38,0.53,0.25,0.32,0.37,1586.51001,265.049988,0.0,319.890015,92.160004,2.71,4.612365
DOE Autogenerated 285,daafe478-c100-4efb-8261-9b630b295766,2020-06-30T21:45:25.734Z,2020-06-30T21:48:59.835Z,completed,completed normal,ESW,35.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,110.07,154.21,108.52,100.87,110.65,141.65,127.31,114.64,119.03,116.74,124.91,141.37,7.3,7.81,8.08,7.23,8.09,7.45,7.37,8.05,7.75,7.61,7.59,7.39,0.241107,25.56,28.85,27.47,25.32,28.09,26.4,26.99,28.77,28.12,28.18,27.85,27.23,27.03,33.67,29.37,27.88,27.28,24.27,18.74,26.05,15.28,38.27,35.39,39.98,1469.969971,214.279999,0.0,328.820007,91.739998,2.29,343.199686
DOE Autogenerated 404,dab679b8-e9e6-40ef-8242-06842819eaf1,2020-06-30T21:57:16.853Z,2020-06-30T22:00:35.131Z,completed,completed normal,N,5.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,109.59,153.76,109.83,101.64,112.38,138.32,123.71,115.36,116.29,116.56,122.7,141.19,7.34,7.75,9.39,7.67,9.12,7.35,7.32,8.4,7.74,7.79,7.59,7.34,0.185452,30.92,34.62,31.49,29.41,32.36,32.46,33.41,34.27,34.7,32.07,32.38,32.18,15.01,15.79,7.45,8.98,7.95,19.5,19.23,12.75,18.08,8.48,10.96,12.46,1461.319946,153.020004,0.0,390.26001,94.790001,5.35,156.646356
DOE Autogenerated 27,dc02edcd-1b32-4d54-be10-9de370773bf2,2020-06-30T21:20:56.019Z,2020-06-30T21:25:14.797Z,completed,completed normal,W,30.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,137.87,201.17,118.88,114.86,120.56,192.75,186.12,135.86,173.35,135.03,155.12,172.98,6.6,6.09,7.8,7.1,8.06,5.76,5.84,7.67,6.47,7.34,6.91,6.13,0.402493,29.08,34.66,28.48,27.21,29.21,32.47,33.3,31.25,34.11,30.08,31.8,31.79,8.13,11.12,4.15,6.08,4.79,11.26,11.39,7.54,11.03,5.89,9.15,10.19,1844.550049,502.459991,0.0,373.440002,81.760002,4.37,100.733495
