name,_id,run_start_time,run_end_time,status,status_message,add_thermochromic_bipv.facade,add_thermochromic_bipv.switch_t,change_building_location.weather_file_name,create_bar_from_building_type_ratios.wwr,window_pv_reporting.building_area_ft,window_pv_reporting.building_elec_apr,window_pv_reporting.building_elec_aug,window_pv_reporting.building_elec_dec,window_pv_reporting.building_elec_feb,window_pv_reporting.building_elec_jan,window_pv_reporting.building_elec_jul,window_pv_reporting.building_elec_jun,window_pv_reporting.building_elec_mar,window_pv_reporting.building_elec_may,window_pv_reporting.building_elec_nov,window_pv_reporting.building_elec_oct,window_pv_reporting.building_elec_sep,window_pv_reporting.building_gas_apr,window_pv_reporting.building_gas_aug,window_pv_reporting.building_gas_dec,window_pv_reporting.building_gas_feb,window_pv_reporting.building_gas_jan,window_pv_reporting.building_gas_jul,window_pv_reporting.building_gas_jun,window_pv_reporting.building_gas_mar,window_pv_reporting.building_gas_may,window_pv_reporting.building_gas_nov,window_pv_reporting.building_gas_oct,window_pv_reporting.building_gas_sep,window_pv_reporting.capacity_factor,window_pv_reporting.light_energy_apr,window_pv_reporting.light_energy_aug,window_pv_reporting.light_energy_dec,window_pv_reporting.light_energy_feb,window_pv_reporting.light_energy_jan,window_pv_reporting.light_energy_jul,window_pv_reporting.light_energy_jun,window_pv_reporting.light_energy_mar,window_pv_reporting.light_energy_may,window_pv_reporting.light_energy_nov,window_pv_reporting.light_energy_oct,window_pv_reporting.light_energy_sep,window_pv_reporting.panel_dc_gen_apr,window_pv_reporting.panel_dc_gen_aug,window_pv_reporting.panel_dc_gen_dec,window_pv_reporting.panel_dc_gen_feb,window_pv_reporting.panel_dc_gen_jan,window_pv_reporting.panel_dc_gen_jul,window_pv_reporting.panel_dc_gen_jun,window_pv_reporting.panel_dc_gen_mar,window_pv_reporting.panel_dc_gen_may,window_pv_reporting.panel_dc_gen_nov,window_pv_reporting.panel_dc_gen_oct,window_pv_reporting.panel_dc_gen_sep,window_pv_reporting.total_electricity,window_pv_reporting.total_electricity_cooling,window_pv_reporting.total_electricity_heating,window_pv_reporting.total_electricity_lighting,window_pv_reporting.total_gas,window_pv_reporting.total_gas_heating,window_pv_reporting.total_pv
DOE Autogenerated 263,4b8a1a8c-2a4c-4916-b324-0131839c5ab5,2020-06-30T21:44:09.820Z,2020-06-30T21:47:19.760Z,completed,completed normal,S,15.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,107.82,149.12,107.8,100.13,110.34,135.25,122.34,113.63,115.49,114.77,121.08,137.31,7.28,7.76,8.44,7.32,8.43,7.38,7.35,8.12,7.7,7.63,7.56,7.36,0.532653,30.85,34.74,30.92,29.19,31.83,32.58,33.5,34.01,34.86,32.01,32.66,32.3,23.83,22.65,35.99,30.35,34.53,17.21,15.46,29.31,18.31,36.74,32.42,28.14,1435.060059,149.550003,0.0,389.450012,92.330002,2.89,324.941372
DOE Autogenerated 4,4c2e24cf-567f-44f6-9593-dfdd9dab17bd,2020-06-30T21:20:53.362Z,2020-06-30T21:25:20.670Z,completed,completed normal,N,5.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,137.58,200.98,119.07,114.43,120.07,192.4,185.62,135.72,173.07,135.12,155.24,172.75,6.59,6.1,7.91,7.15,8.35,5.76,5.85,7.63,6.47,7.3,6.92,6.13,0.215297,31.33,35.06,32.17,30.46,32.91,32.78,33.65,34.94,35.04,32.94,33.64,32.56,7.21,7.72,4.24,5.09,4.71,9.76,10.25,6.33,9.02,4.8,5.45,6.25,1842.050049,480.910004,0.0,397.48999,82.169998,4.78,80.824866
DOE Autogenerated 42,4c5f4e41-300f-4b52-8d06-e7de758629aa,2020-06-30T21:20:57.861Z,2020-06-30T21:25:42.990Z,completed,completed normal,W,45.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,145.4,209.09,126.61,122.83,129.74,201.26,194.07,143.94,181.81,142.46,162.87,180.94,6.62,6.15,7.79,7.15,8.07,5.81,5.89,7.7,6.52,7.37,6.96,6.2,0.227139,26.18,30.03,27.94,25.98,28.57,27.68,28.3,29.31,29.36,28.9,29.26,28.35,4.41,8.2,0.29,1.59,0.44,8.1,8.24,2.96,7.42,1.77,6.18,7.26,1941.030029,583.190002,0.0,339.869995,82.230003,4.84,56.846861
DOE Autogenerated 166,4c6a3382-25c5-4db2-973b-a0d0b94b57a4,2020-06-30T21:33:07.818Z,2020-06-30T21:37:25.162Z,completed,completed normal,E,20.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,144.22,215.48,121.09,117.53,122.97,206.22,198.53,140.41,184.21,140.08,163.72,184.74,6.59,6.15,8.04,7.18,8.45,5.8,5.89,7.59,6.53,7.25,6.94,6.19,0.456937,30.65,34.74,29.16,28.37,30.13,32.51,33.41,33.47,34.83,31.66,33.05,32.31,16.84,18.74,8.81,12.4,11.91,19.36,18.87,14.7,18.11,11.99,16.45,17.65,1939.199951,554.340027,0.0,384.290009,82.589996,5.2,185.834779
DOE Autogenerated 309,4c6ba303-71af-4189-a9a9-93ba14daf202,2020-06-30T21:47:36.837Z,2020-06-30T21:52:24.181Z,completed,completed normal,N,10.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.04,227.95,124.68,120.72,126.22,218.46,209.61,144.98,193.97,144.26,171.29,194.99,6.63,6.17,8.73,7.56,9.48,5.83,5.91,7.65,6.53,7.27,6.96,6.22,0.214247,30.96,34.64,31.36,29.53,31.8,32.4,33.29,34.44,34.67,31.84,32.98,32.22,16.22,17.37,9.24,11.33,10.3,21.96,23.05,14.08,20.29,10.81,12.26,14.06,2027.160034,604.099976,0.0,390.109985,84.940002,7.55,180.969219
DOE Autogenerated 168,4d835a42-f415-49b6-a3b9-1644fbff5ef2,2020-06-30T21:33:08.795Z,2020-06-30T21:37:25.231Z,completed,completed normal,S,20.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,144.22,215.48,121.09,117.53,122.97,206.22,198.53,140.41,184.21,140.08,163.72,184.74,6.59,6.15,8.04,7.18,8.45,5.8,5.89,7.59,6.53,7.25,6.94,6.19,0.50469,30.65,34.74,29.16,28.37,30.13,32.51,33.41,33.47,34.83,31.66,33.05,32.31,18.78,18.19,32.53,30.98,37.51,13.25,11.72,27.49,14.82,37.65,38.06,26.89,1939.199951,554.340027,0.0,384.290009,82.589996,5.2,307.882592
DOE Autogenerated 446,4e17cadb-bda3-4fa8-b1f6-f895a0b3ab59,2020-06-30T22:00:51.212Z,2020-06-30T22:03:49.355Z,completed,completed normal,E,50.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,130.04,192.68,123.92,116.6,126.48,172.58,147.83,132.0,134.47,137.83,150.1,176.78,7.31,7.86,8.19,7.27,8.18,7.48,7.36,8.06,7.74,7.61,7.6,7.47,0.014221,24.63,27.46,26.95,24.74,27.51,25.61,26.24,27.83,27.4,27.48,26.91,25.72,0.89,0.65,0.4,0.43,0.4,0.8,0.87,0.56,0.6,0.44,0.47,1.51,1741.300049,310.709991,0.0,318.470001,92.129997,2.68,8.007972
DOE Autogenerated 66,4e5a1597-91be-4198-87d0-dafe525aa00a,2020-06-30T21:25:22.293Z,2020-06-30T21:28:37.411Z,completed,completed normal,E,20.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,95.17,111.74,119.39,102.38,119.4,112.63,108.77,108.66,103.65,114.44,108.06,98.98,22.25,9.74,150.75,92.74,142.72,9.41,9.7,62.5,10.58,116.26,43.87,11.04,0.213765,26.31,31.74,32.77,27.81,32.87,30.82,31.77,29.74,30.78,31.78,29.73,27.77,4.34,9.04,0.0,0.08,0.02,11.65,11.78,1.09,11.57,0.02,0.5,3.4,1303.27002,31.280001,0.0,363.880005,681.559998,565.73999,53.499874
DOE Autogenerated 301,4f4fcf37-93b8-45b3-8ee3-f2736ceae1cd,2020-06-30T21:46:45.457Z,2020-06-30T21:51:31.081Z,completed,completed normal,E,5.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.04,227.95,124.64,120.65,126.11,218.46,209.61,144.97,193.97,144.25,171.29,194.99,6.63,6.17,8.94,7.66,9.74,5.83,5.91,7.66,6.53,7.27,6.96,6.22,0.469699,30.96,34.64,31.48,29.58,31.99,32.4,33.29,34.56,34.67,31.84,32.98,32.22,23.68,25.95,14.37,18.18,18.75,26.81,26.13,21.13,25.07,17.09,22.89,24.44,2026.939941,603.409973,0.0,390.589996,85.529999,8.14,264.495574
DOE Autogenerated 337,4faf20ce-0ceb-47bc-8489-9ff4663b6077,2020-06-30T21:49:45.130Z,2020-06-30T21:54:12.143Z,completed,completed normal,W,40.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,165.57,239.9,138.2,136.38,143.19,232.26,224.26,160.44,209.57,156.63,183.58,207.52,6.69,6.19,8.14,7.32,8.55,5.86,5.95,7.74,6.55,7.42,7.01,6.21,0.296246,25.15,31.39,26.63,24.93,27.23,28.41,28.27,28.17,28.48,27.34,27.99,27.48,13.08,20.98,3.02,8.27,3.87,20.84,20.61,12.31,19.46,9.22,16.84,18.33,2197.47998,762.320007,0.0,331.470001,83.620003,6.23,166.82108
DOE Autogenerated 282,50651102-ba47-4390-a8eb-a2980e494514,2020-06-30T21:45:17.808Z,2020-06-30T21:48:40.464Z,completed,completed normal,W,35.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,110.07,154.21,108.52,100.87,110.65,141.65,127.31,114.64,119.03,116.74,124.91,141.37,7.3,7.81,8.08,7.23,8.09,7.45,7.37,8.05,7.75,7.61,7.59,7.39,0.237988,25.56,28.85,27.47,25.32,28.09,26.4,26.99,28.77,28.12,28.18,27.85,27.23,9.36,13.36,2.2,3.82,2.16,14.94,10.84,7.09,9.14,5.01,6.94,11.93,1469.969971,214.279999,0.0,328.820007,91.739998,2.29,96.788849
DOE Autogenerated 115,506ce7de-9379-410f-a3c4-5993e080fa12,2020-06-30T21:29:23.496Z,2020-06-30T21:32:28.721Z,completed,completed normal,ESW,15.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.23,146.28,108.06,100.8,110.54,133.49,122.93,114.31,116.94,115.22,121.48,134.93,7.36,7.81,8.17,7.3,8.29,7.46,7.44,8.17,7.81,7.66,7.64,7.43,0.467792,31.21,35.06,31.56,29.86,32.59,32.83,33.72,34.62,35.09,32.57,33.34,32.54,35.24,35.78,34.01,31.58,33.13,33.65,30.42,35.97,31.51,36.2,35.51,36.78,1433.22998,155.720001,0.0,394.980011,92.519997,3.08,409.766736
DOE Autogenerated 194,51537f51-c5c8-49c7-853f-37c9083f9850,2020-06-30T21:36:45.869Z,2020-06-30T21:41:52.991Z,completed,completed normal,N,45.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,160.54,232.97,136.79,134.53,141.58,225.54,216.38,157.55,202.66,154.68,179.06,200.9,6.69,6.21,7.89,7.23,8.21,5.88,5.94,7.72,6.57,7.43,7.02,6.25,0.006997,25.24,28.97,27.06,25.18,27.67,26.64,27.26,28.34,28.3,27.79,28.18,27.36,0.35,0.55,0.2,0.24,0.23,0.6,0.57,0.3,0.43,0.23,0.26,0.3,2143.169922,721.590027,0.0,327.980011,83.040001,5.65,4.268754
DOE Autogenerated 273,516251ed-202d-45bb-94e9-9b2a2f5d82cf,2020-06-30T21:44:55.517Z,2020-06-30T21:48:14.389Z,completed,completed normal,S,25.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,106.75,149.47,105.92,98.27,108.09,136.13,122.33,111.6,114.98,113.69,120.36,137.55,7.32,7.76,8.26,7.27,8.25,7.41,7.36,8.1,7.77,7.63,7.59,7.36,0.476091,27.28,33.25,28.01,25.96,28.63,30.77,30.31,29.83,30.39,29.13,29.57,30.76,19.8,21.2,33.37,27.72,31.79,14.62,11.71,25.05,13.06,34.8,30.41,26.9,1425.140015,167.529999,0.0,353.910004,92.089996,2.65,290.436423
DOE Autogenerated 98,527c4243-2d33-48aa-a3e5-ab2b8b895424,2020-06-30T21:28:53.273Z,2020-06-30T21:32:42.941Z,completed,completed normal,S,50.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,102.09,122.13,130.61,111.53,130.67,126.04,119.93,117.05,112.86,124.71,116.07,105.86,22.03,9.73,143.22,94.14,138.11,9.45,9.73,70.08,10.57,116.56,47.68,10.7,0.012707,25.77,28.72,32.77,27.77,32.87,26.59,27.19,29.65,28.51,31.78,29.65,27.27,0.66,0.61,0.03,0.27,0.09,0.66,0.53,0.53,0.59,0.14,0.28,0.39,1419.560059,50.330002,0.01,348.540009,682.02002,566.200012,4.770187
DOE Autogenerated 268,53daad20-9082-4ad7-bb37-08f1f5f91fa4,2020-06-30T21:44:33.589Z,2020-06-30T21:47:51.376Z,completed,completed normal,S,20.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,107.14,149.1,106.66,99.26,108.64,135.07,121.99,112.38,114.91,114.32,120.67,137.33,7.28,7.76,8.29,7.29,8.3,7.38,7.34,8.07,7.72,7.63,7.57,7.35,0.518775,29.77,34.65,29.51,28.02,29.88,32.23,32.93,32.4,33.83,31.25,31.91,32.14,22.74,22.61,35.03,29.47,33.49,16.96,15.04,27.91,17.22,36.06,31.92,28.03,1427.439941,152.160004,0.0,378.519989,91.980003,2.53,316.475391
DOE Autogenerated 304,5495a24f-26dd-4f5d-bad5-84cd01d10f4c,2020-06-30T21:47:02.025Z,2020-06-30T21:51:55.146Z,completed,completed normal,N,5.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.04,227.95,124.64,120.65,126.11,218.46,209.61,144.97,193.97,144.25,171.29,194.99,6.63,6.17,8.94,7.66,9.74,5.83,5.91,7.66,6.53,7.27,6.96,6.22,0.215297,30.96,34.64,31.48,29.58,31.99,32.4,33.29,34.56,34.67,31.84,32.98,32.22,16.22,17.37,9.53,11.46,10.59,21.96,23.05,14.25,20.29,10.81,12.26,14.06,2026.939941,603.409973,0.0,390.589996,85.529999,8.14,181.855949
DOE Autogenerated 37,54ff8f18-33ea-4eb8-bb35-ab1e89a66f3a,2020-06-30T21:20:57.287Z,2020-06-30T21:25:55.089Z,completed,completed normal,W,40.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,140.86,203.25,122.52,118.59,125.18,195.26,188.4,139.38,176.46,137.72,157.44,175.76,6.6,6.11,7.8,7.16,8.07,5.78,5.86,7.69,6.48,7.37,6.92,6.18,0.290467,26.53,32.42,28.04,26.31,28.72,29.56,29.38,29.68,30.02,29.16,29.72,28.9,5.72,9.18,1.23,3.52,1.54,9.15,9.1,5.28,8.57,3.93,7.38,8.07,1880.810059,547.22998,0.0,348.410004,82.019997,4.63,72.696424
DOE Autogenerated 324,565e1852-238f-4095-a9b7-1d5a8ea11f5e,2020-06-30T21:48:45.992Z,2020-06-30T21:53:35.555Z,completed,completed normal,N,25.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.67,227.95,125.69,122.98,128.17,218.5,209.67,146.05,194.22,145.73,171.79,195.25,6.6,6.17,8.33,7.33,8.75,5.83,5.91,7.63,6.53,7.28,6.97,6.21,0.168809,29.5,34.64,27.51,26.61,28.03,32.38,33.27,31.41,34.4,30.47,31.89,32.06,13.72,17.37,1.66,4.07,0.83,21.93,23.01,8.05,19.91,7.53,10.7,13.79,2036.689941,627.200012,0.0,372.170013,83.529999,6.14,142.58857
DOE Autogenerated 437,56f76137-fd9d-4671-a108-3ed4173f16f2,2020-06-30T22:00:30.469Z,2020-06-30T22:03:19.948Z,completed,completed normal,W,40.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,118.63,171.48,114.09,107.13,116.63,155.12,136.41,122.53,125.94,125.45,136.49,156.6,7.29,7.84,8.29,7.28,8.2,7.46,7.35,8.06,7.73,7.62,7.6,7.45,0.149944,24.76,27.59,26.97,24.77,27.54,25.7,26.33,27.95,27.44,27.55,27.07,26.23,9.46,14.59,0.48,1.4,0.93,15.77,10.03,4.99,7.95,2.27,4.52,12.05,1586.51001,265.049988,0.0,319.890015,92.160004,2.71,84.435975
DOE Autogenerated 281,570a322d-0f87-4fb7-b6bc-c61aa07df9af,2020-06-30T21:45:17.472Z,2020-06-30T21:48:45.755Z,completed,completed normal,E,35.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,110.07,154.21,108.52,100.87,110.65,141.65,127.31,114.64,119.03,116.74,124.91,141.37,7.3,7.81,8.08,7.23,8.09,7.45,7.37,8.05,7.75,7.61,7.59,7.39,0.160319,25.56,28.85,27.47,25.32,28.09,26.4,26.99,28.77,28.12,28.18,27.85,27.23,8.3,9.31,0.58,2.81,1.57,8.49,7.44,4.81,5.59,3.89,4.54,7.87,1469.969971,214.279999,0.0,328.820007,91.739998,2.29,65.201101
DOE Autogenerated 125,571750b0-46ee-444c-82e9-8035d691e431,2020-06-30T21:29:50.121Z,2020-06-30T21:33:08.616Z,completed,completed normal,ESW,25.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,107.25,146.5,106.64,99.33,108.94,134.06,122.58,112.69,116.23,114.15,120.51,135.14,7.42,7.81,8.12,7.29,8.2,7.51,7.48,8.15,7.86,7.69,7.68,7.45,0.399546,28.04,33.87,29.02,27.0,29.8,31.38,31.0,30.96,31.31,30.07,30.71,31.38,28.45,33.84,28.78,26.21,27.41,30.27,25.17,27.99,23.35,32.01,31.57,34.95,1424.02002,170.169998,0.0,364.529999,92.68,3.23,349.986532
DOE Autogenerated 136,582c2090-90ed-4468-9b01-07440b9209a7,2020-06-30T21:32:13.926Z,2020-06-30T21:35:33.729Z,completed,completed normal,E,40.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,111.91,151.51,110.92,103.54,113.24,138.62,126.99,117.72,120.47,119.33,126.14,139.68,7.45,7.86,8.02,7.29,8.1,7.54,7.49,8.17,7.85,7.71,7.7,7.49,0.09349,26.16,29.23,28.31,26.14,29.0,27.26,27.88,29.46,29.02,28.98,28.72,27.69,3.23,4.28,0.18,0.45,0.2,3.66,3.09,1.17,1.63,0.78,1.18,3.55,1480.060059,222.479996,0.0,337.839996,92.669998,3.23,23.398095
DOE Autogenerated 41,58405a15-c09e-4e5d-b260-3d92b945333e,2020-06-30T21:20:57.794Z,2020-06-30T21:24:45.557Z,completed,completed normal,E,45.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,145.4,209.09,126.61,122.83,129.74,201.26,194.07,143.94,181.81,142.46,162.87,180.94,6.62,6.15,7.79,7.15,8.07,5.81,5.89,7.7,6.52,7.37,6.96,6.2,0.163009,26.18,30.03,27.94,25.98,28.57,27.68,28.3,29.31,29.36,28.9,29.26,28.35,2.86,7.35,0.19,0.24,0.25,7.44,6.92,0.47,5.09,0.22,3.42,6.36,1941.030029,583.190002,0.0,339.869995,82.230003,4.84,40.796981
DOE Autogenerated 63,5873d166-e365-4340-8c07-84e1636ed57a,2020-06-30T21:25:19.303Z,2020-06-30T21:28:41.711Z,completed,completed normal,S,15.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,96.03,112.84,119.41,102.65,119.45,113.09,109.31,109.32,105.0,114.57,108.81,100.25,21.99,9.72,148.84,87.22,137.91,9.39,9.69,57.42,10.58,110.29,40.35,10.84,0.316035,26.99,33.49,32.77,27.85,32.87,32.11,33.1,29.84,32.91,31.79,29.98,29.01,18.86,16.82,0.03,2.35,0.09,16.99,17.12,11.29,18.41,0.42,5.23,11.05,1310.73999,30.049999,0.0,372.690002,654.22998,538.409973,118.643072
DOE Autogenerated 30,58a2f23b-442b-440c-83a9-7b288d45a4fa,2020-06-30T21:20:56.497Z,2020-06-30T21:24:50.241Z,completed,completed normal,ESW,30.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,137.87,201.17,118.88,114.86,120.56,192.75,186.12,135.86,173.35,135.03,155.12,172.98,6.6,6.09,7.8,7.1,8.06,5.76,5.84,7.67,6.47,7.34,6.91,6.13,0.419502,29.08,34.66,28.48,27.21,29.21,32.47,33.3,31.25,34.11,30.08,31.8,31.79,27.0,33.3,23.94,26.57,27.79,30.74,29.5,27.95,29.93,33.15,40.9,36.71,1844.550049,502.459991,0.0,373.440002,81.760002,4.37,367.466638
DOE Autogenerated 243,590b4aa8-7750-40bd-96e0-ccc48b3fafe5,2020-06-30T21:41:30.562Z,2020-06-30T21:45:33.612Z,completed,completed normal,S,45.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,106.04,126.87,138.4,117.05,137.42,133.68,127.24,121.63,117.68,131.04,120.31,109.0,20.28,9.75,169.68,103.68,160.67,9.43,9.72,64.39,10.49,133.58,47.89,11.11,0.028519,24.84,27.69,32.55,27.0,32.37,25.6,26.16,28.66,27.45,31.04,28.72,26.3,1.57,5.02,0.04,0.44,0.15,4.75,1.68,0.86,1.56,0.23,0.46,0.63,1486.359985,57.849998,0.05,338.359985,750.669983,634.849976,17.397918
DOE Autogenerated 182,595c19da-52ac-411e-8d8a-165de8c3daeb,2020-06-30T21:35:44.255Z,2020-06-30T21:40:38.092Z,completed,completed normal,W,35.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,147.74,216.66,125.78,122.42,128.9,208.02,200.46,144.7,187.19,142.62,166.06,186.43,6.61,6.14,7.91,7.19,8.26,5.81,5.89,7.7,6.55,7.33,6.97,6.2,0.356865,26.62,33.22,27.2,25.64,27.85,31.12,31.85,29.28,31.73,28.18,29.56,30.32,11.21,17.18,4.63,8.13,5.63,17.24,17.23,10.73,16.15,8.33,13.46,15.2,1976.969971,609.969971,0.0,352.570007,82.550003,5.16,145.13565
DOE Autogenerated 275,59a5cee5-aef0-46a7-9ba8-5832b11d5a38,2020-06-30T21:44:58.417Z,2020-06-30T21:47:59.760Z,completed,completed normal,ESW,25.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,106.75,149.47,105.92,98.27,108.09,136.13,122.33,111.6,114.98,113.69,120.36,137.55,7.32,7.76,8.26,7.27,8.25,7.41,7.36,8.1,7.77,7.63,7.59,7.36,0.400404,27.28,33.25,28.01,25.96,28.63,30.77,30.31,29.83,30.39,29.13,29.57,30.76,46.4,55.04,46.85,42.65,44.62,49.31,41.05,45.58,38.11,52.11,51.38,56.84,1425.140015,167.529999,0.0,353.910004,92.089996,2.65,569.94831
DOE Autogenerated 10,5a9ef564-0c3e-4336-a27c-6ae7bf9316a3,2020-06-30T21:20:53.848Z,2020-06-30T21:24:50.271Z,completed,completed normal,ESW,10.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,137.58,200.98,119.1,114.45,120.09,192.4,185.62,135.67,173.07,135.12,155.24,172.75,6.59,6.1,7.88,7.13,8.29,5.76,5.85,7.63,6.47,7.3,6.92,6.13,0.491221,31.33,35.06,32.08,30.42,32.79,32.78,33.65,34.83,35.04,32.94,33.64,32.56,32.29,34.1,34.43,36.51,40.41,31.6,30.57,37.05,32.03,39.06,44.19,38.06,1842.060059,481.23999,0.0,397.119995,82.050003,4.66,430.28996
DOE Autogenerated 432,5aed972e-90a1-4e92-855f-046e2699d81b,2020-06-30T22:00:20.707Z,2020-06-30T22:02:58.452Z,completed,completed normal,W,35.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,113.47,162.34,110.37,102.81,112.58,148.85,132.4,117.06,122.55,119.8,129.48,148.62,7.3,7.84,8.39,7.31,8.29,7.45,7.35,8.08,7.74,7.64,7.59,7.42,0.24141,25.07,28.27,27.04,24.84,27.61,25.84,26.43,28.2,27.53,27.7,27.26,26.71,13.05,18.59,3.27,5.47,3.1,20.88,15.2,9.95,12.84,7.19,9.84,16.57,1520.319946,238.639999,0.0,322.51001,92.400002,2.95,135.942107
DOE Autogenerated 445,5cef2ea1-b467-4c9c-b787-303d5711b7f1,2020-06-30T22:00:50.339Z,2020-06-30T22:03:34.806Z,completed,completed normal,ESW,45.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,124.33,180.16,118.52,112.06,121.14,163.07,142.05,127.34,130.56,131.49,145.02,167.11,7.31,7.85,8.26,7.28,8.21,7.46,7.35,8.06,7.74,7.63,7.61,7.46,0.064492,24.64,27.48,26.96,24.75,27.52,25.63,26.26,27.87,27.4,27.5,26.93,25.74,8.01,13.98,14.07,9.49,12.23,11.2,6.47,5.94,2.92,20.97,9.19,12.62,1662.859985,297.859985,0.0,318.660004,92.199997,2.75,127.107165
DOE Autogenerated 292,5d1bfba6-92d8-4efd-b693-e19e7cc7dcf0,2020-06-30T21:45:47.314Z,2020-06-30T21:49:24.508Z,completed,completed normal,W,45.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,119.03,168.17,115.89,108.76,118.34,152.87,135.5,123.29,126.01,126.49,136.97,155.8,7.34,7.86,8.05,7.26,8.09,7.47,7.39,8.11,7.76,7.63,7.62,7.45,0.051087,25.13,28.03,27.39,25.19,27.99,26.16,26.8,28.4,27.96,27.97,27.44,26.24,2.37,5.51,0.3,0.32,0.3,3.94,1.7,1.03,0.73,0.48,0.41,3.69,1587.130005,263.359985,0.0,324.709991,92.040001,2.59,20.776773
DOE Autogenerated 122,5d2f89ea-ccb5-4a2b-8137-70bd40b58ee2,2020-06-30T21:29:44.883Z,2020-06-30T21:33:07.747Z,completed,completed normal,W,25.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,107.25,146.5,106.64,99.33,108.94,134.06,122.58,112.69,116.23,114.15,120.51,135.14,7.42,7.81,8.12,7.29,8.2,7.51,7.48,8.15,7.86,7.69,7.68,7.45,0.373331,28.04,33.87,29.02,27.0,29.8,31.38,31.0,30.96,31.31,30.07,30.71,31.38,8.13,11.37,4.39,4.75,4.17,12.3,9.96,7.03,8.48,5.6,7.06,10.19,1424.02002,170.169998,0.0,364.529999,92.68,3.23,93.434983
DOE Autogenerated 186,5dcc88e6-022a-46dc-a8c7-f878f512c87c,2020-06-30T21:35:50.387Z,2020-06-30T21:40:56.167Z,completed,completed normal,E,40.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,153.88,222.39,130.52,127.74,134.4,214.56,206.92,150.38,193.94,147.34,170.97,192.51,6.65,6.14,7.91,7.2,8.23,5.82,5.88,7.71,6.52,7.38,6.97,6.21,0.245711,25.62,31.72,27.1,25.4,27.74,28.8,28.62,28.68,29.02,27.91,28.57,27.98,8.39,16.87,0.31,1.03,0.8,16.81,15.26,3.48,12.04,2.33,9.74,12.86,2045.550049,660.059998,0.0,337.149994,82.599998,5.21,99.929834
DOE Autogenerated 171,5dd3aa23-aecf-486e-be39-76e9c9004fe8,2020-06-30T21:35:02.174Z,2020-06-30T21:39:05.356Z,completed,completed normal,E,25.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,144.44,215.48,121.74,118.55,123.74,206.27,198.64,140.81,184.4,140.45,163.76,184.91,6.58,6.15,8.0,7.15,8.36,5.8,5.89,7.62,6.52,7.26,6.95,6.19,0.431516,29.8,34.74,27.97,27.11,28.6,32.49,33.4,31.86,34.58,30.85,32.21,32.16,16.43,18.74,6.59,9.95,9.0,19.35,18.85,13.5,17.99,11.41,16.11,17.58,1943.180054,564.549988,0.0,375.779999,82.449997,5.06,175.496198
